LEVEL,SCHOOLYEAR,COUNTY,DISTRICT,SCHOOL,NAME,SUBJECT,GRADE,SUBGROUPTYPE,SUBGROUPDESCRIPTION,AVERAGESCALESCORE,DEVELOPINGCOUNT,DEVELOPINGPERCENT,ONTRACKCOUNT,ONTRACKPERCENT,ADVANCEDCOUNT,ADVANCEDPERCENT,TESTEDCOUNT,NOTTESTEDCOUNT,NOTTESTEDPERCENT,DATAASOF,BASIC_PCT,PROFICIENT_PCT,YEAR
DI,2021-2022,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,3,GENDER,Female,2524.27,90.0,0.22,185.0,0.45,134.0,0.33,409.0,0.0,0.0,2023-11-20,,,2022
DI,2021-2022,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,3,GENDER,Male,2520.57,110.0,0.23,223.0,0.47,146.0,0.3,479.0,0.0,0.0,2023-11-20,,,2022
DI,2022-2023,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,3,GENDER,Female,2533.19,49.0,0.11,183.0,0.41,216.0,0.48,448.0,0.0,0.0,2023-11-20,,,2023
DI,2022-2023,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,3,GENDER,Male,2528.62,64.0,0.14,160.0,0.35,229.0,0.51,453.0,0.0,0.0,2023-11-20,,,2023
DI,2020-2021,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,4,GENDER,Male,2556.74,85.0,0.19,178.0,0.4,183.0,0.41,446.0,2.0,0.0045,2023-11-20,,,2021
DI,2020-2021,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,4,GENDER,Female,2566.75,57.0,0.14,173.0,0.41,188.0,0.45,418.0,6.0,0.0142,2023-11-20,,,2021
DI,2021-2022,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,4,GENDER,Male,2555.53,85.0,0.2,196.0,0.45,155.0,0.36,436.0,0.0,0.0,2023-11-20,,,2022
DI,2021-2022,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,4,GENDER,Female,2564.17,63.0,0.15,189.0,0.46,163.0,0.39,415.0,0.0,0.0,2023-11-20,,,2022
DI,2022-2023,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,4,GENDER,Male,2551.44,87.0,0.18,185.0,0.38,212.0,0.44,484.0,0.0,0.0,2023-11-20,,,2023
DI,2022-2023,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,4,GENDER,Female,2553.41,78.0,0.18,150.0,0.35,195.0,0.46,423.0,0.0,0.0,2023-11-20,,,2023
DI,2020-2021,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,5,GENDER,Female,2577.05,86.0,0.21,177.0,0.43,149.0,0.36,412.0,5.0,0.012,2023-11-20,,,2021
DI,2020-2021,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,5,GENDER,Male,2574.46,75.0,0.2,158.0,0.42,143.0,0.38,376.0,1.0,0.0027,2023-11-20,,,2021
DI,2021-2022,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,5,GENDER,Female,2579.8,85.0,0.2,166.0,0.38,184.0,0.42,435.0,0.0,0.0,2023-11-20,,,2022
DI,2021-2022,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,5,GENDER,Male,2567.09,116.0,0.26,178.0,0.39,158.0,0.35,452.0,1.0,0.0022,2023-11-20,,,2022
DI,2022-2023,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,5,GENDER,Female,2575.33,50.0,0.12,185.0,0.44,188.0,0.44,423.0,0.0,0.0,2023-11-20,,,2023
DI,2022-2023,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,5,GENDER,Male,2572.32,80.0,0.18,165.0,0.36,212.0,0.46,457.0,0.0,0.0,2023-11-20,,,2023
DI,2020-2021,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,6,GENDER,Female,2579.73,91.0,0.23,178.0,0.46,122.0,0.31,391.0,7.0,0.0176,2023-11-20,,,2021
DI,2020-2021,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,6,GENDER,Male,2573.84,122.0,0.29,160.0,0.38,137.0,0.33,419.0,5.0,0.0118,2023-11-20,,,2021
DI,2021-2022,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,6,GENDER,Female,2570.82,115.0,0.26,223.0,0.5,106.0,0.24,444.0,0.0,0.0,2023-11-20,,,2022
DI,2021-2022,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,6,GENDER,Male,2569.85,111.0,0.28,176.0,0.44,114.0,0.28,401.0,0.0,0.0,2023-11-20,,,2022
DI,2022-2023,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,6,GENDER,Male,2558.55,114.0,0.25,194.0,0.42,152.0,0.33,460.0,0.0,0.0,2023-11-20,,,2023
DI,2022-2023,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,6,GENDER,Female,2578.53,71.0,0.16,191.0,0.42,191.0,0.42,453.0,0.0,0.0,2023-11-20,,,2023
DI,2020-2021,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,7,GENDER,Male,2574.46,156.0,0.35,208.0,0.46,87.0,0.19,451.0,8.0,0.0174,2023-11-20,,,2021
DI,2020-2021,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,7,GENDER,Female,2582.28,111.0,0.28,200.0,0.51,81.0,0.21,392.0,5.0,0.0126,2023-11-20,,,2021
DI,2021-2022,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,7,GENDER,Female,2582.44,124.0,0.31,184.0,0.45,98.0,0.24,406.0,0.0,0.0,2023-11-20,,,2022
DI,2021-2022,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,7,GENDER,Male,2576.65,144.0,0.34,187.0,0.45,89.0,0.21,420.0,0.0,0.0,2023-11-20,,,2022
DI,2022-2023,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,7,GENDER,Male,2572.4,95.0,0.23,183.0,0.45,129.0,0.32,407.0,0.0,0.0,2023-11-20,,,2023
DI,2022-2023,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,7,GENDER,Female,2584.5,71.0,0.16,227.0,0.51,151.0,0.34,449.0,1.0,0.0022,2023-11-20,,,2023
DI,2020-2021,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,8,GENDER,Male,2587.92,114.0,0.28,182.0,0.45,106.0,0.26,402.0,1.0,0.0025,2023-11-20,,,2021
DI,2020-2021,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,8,GENDER,Female,2598.72,92.0,0.26,160.0,0.46,99.0,0.28,351.0,7.0,0.0196,2023-11-20,,,2021
DI,2021-2022,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,8,GENDER,Male,2587.62,151.0,0.32,213.0,0.45,105.0,0.22,469.0,0.0,0.0,2023-11-20,,,2022
DI,2021-2022,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,8,GENDER,Female,2597.68,96.0,0.24,193.0,0.48,112.0,0.28,401.0,0.0,0.0,2023-11-20,,,2022
DI,2022-2023,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,8,GENDER,Male,2591.98,57.0,0.14,221.0,0.53,136.0,0.33,414.0,0.0,0.0,2023-11-20,,,2023
DI,2022-2023,28,10,0,ELKHORN PUBLIC SCHOOLS,English Language Arts,8,GENDER,Female,2598.89,44.0,0.11,230.0,0.57,130.0,0.32,404.0,1.0,0.0025,2023-11-20,,,2023
DI,2021-2022,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,English Language Arts,3,GENDER,Female,2488.2,14.0,0.39,15.0,0.42,7.0,0.19,36.0,0.0,0.0,2023-11-20,,,2022
DI,2021-2022,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,English Language Arts,3,GENDER,Male,2477.22,19.0,0.51,13.0,0.35,5.0,0.14,37.0,0.0,0.0,2023-11-20,,,2022
DI,2022-2023,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,English Language Arts,3,GENDER,Male,2452.02,19.0,0.44,18.0,0.42,6.0,0.14,43.0,0.0,0.0,2023-11-20,,,2023
DI,2022-2023,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,English Language Arts,3,GENDER,Female,2478.46,7.0,0.27,13.0,0.5,6.0,0.23,26.0,0.0,0.0,2023-11-20,,,2023
DI,2020-2021,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,English Language Arts,4,GENDER,Female,2527.96,6.0,0.24,12.0,0.48,7.0,0.28,25.0,0.0,0.0,2023-11-20,,,2021
DI,2021-2022,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,English Language Arts,4,GENDER,Female,2500.93,20.0,0.5,15.0,0.38,5.0,0.13,40.0,0.0,0.0,2023-11-20,,,2022
DI,2021-2022,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,English Language Arts,4,GENDER,Male,2464.67,,0.69,,0.26,,,,0.0,0.0,2023-11-20,,,2022
DI,2022-2023,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,English Language Arts,4,GENDER,Female,2537.88,9.0,0.26,15.0,0.43,11.0,0.31,35.0,0.0,0.0,2023-11-20,,,2023
DI,2022-2023,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,English Language Arts,4,GENDER,Male,2510.95,17.0,0.43,10.0,0.25,13.0,0.33,40.0,0.0,0.0,2023-11-20,,,2023
DI,2020-2021,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,English Language Arts,5,GENDER,Female,2526.73,17.0,0.52,9.0,0.27,7.0,0.21,33.0,2.0,0.0571,2023-11-20,,,2021
DI,2020-2021,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,English Language Arts,5,GENDER,Male,2514.97,27.0,0.66,9.0,0.22,5.0,0.12,41.0,3.0,0.0682,2023-11-20,,,2021
DI,2021-2022,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,English Language Arts,5,GENDER,Male,2539.87,,0.52,,0.3,,,,0.0,0.0,2023-11-20,,,2022
DI,2021-2022,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,English Language Arts,5,GENDER,Female,2522.76,,0.45,,0.52,,,,0.0,0.0,2023-11-20,,,2022
DI,2022-2023,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,English Language Arts,5,GENDER,Female,2517.44,18.0,0.42,18.0,0.42,7.0,0.16,43.0,0.0,0.0,2023-11-20,,,2023
DI,2022-2023,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,English Language Arts,5,GENDER,Male,2500.09,,0.55,,0.36,,,,0.0,0.0,2023-11-20,,,2023
DI,2020-2021,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,English Language Arts,6,GENDER,Female,2509.51,22.0,0.56,11.0,0.28,6.0,0.15,39.0,1.0,0.025,2023-11-20,,,2021
DI,2021-2022,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,English Language Arts,6,GENDER,Female,2549.05,,0.41,,0.51,,,,0.0,0.0,2023-11-20,,,2022
DI,2021-2022,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,English Language Arts,6,GENDER,Male,2542.33,23.0,0.49,14.0,0.3,10.0,0.21,47.0,0.0,0.0,2023-11-20,,,2022
DI,2022-2023,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,English Language Arts,6,GENDER,Male,2536.69,11.0,0.38,12.0,0.41,6.0,0.21,29.0,0.0,0.0,2023-11-20,,,2023
DI,2022-2023,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,English Language Arts,6,GENDER,Female,2529.32,10.0,0.29,17.0,0.5,7.0,0.21,34.0,0.0,0.0,2023-11-20,,,2023
DI,2021-2022,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,English Language Arts,7,GENDER,Female,2534.98,,0.54,,0.37,,,,0.0,0.0,2023-11-20,,,2022
DI,2021-2022,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,English Language Arts,7,GENDER,Male,2521.37,,0.7,,0.3,,,,0.0,0.0,2023-11-20,,,2022
DI,2022-2023,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,English Language Arts,7,GENDER,Female,2546.33,15.0,0.34,20.0,0.45,9.0,0.2,44.0,0.0,0.0,2023-11-20,,,2023
DI,2022-2023,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,English Language Arts,7,GENDER,Male,2511.14,,0.62,,0.3,,,,0.0,0.0,2023-11-20,,,2023
DI,2020-2021,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,English Language Arts,8,GENDER,Male,2562.24,20.0,0.49,16.0,0.39,5.0,0.12,41.0,3.0,0.0682,2023-11-20,,,2021
DI,2021-2022,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,English Language Arts,8,GENDER,Female,2592.11,6.0,0.21,15.0,0.54,7.0,0.25,28.0,0.0,0.0,2023-11-20,,,2022
DI,2021-2022,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,English Language Arts,8,GENDER,Male,2558.28,,0.61,,0.3,,,,0.0,0.0,2023-11-20,,,2022
DI,2022-2023,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,English Language Arts,8,GENDER,Male,2518.23,,0.47,,0.49,,,,0.0,0.0,2023-11-20,,,2023
DI,2022-2023,28,15,0,DOUGLAS CO WEST COMMUNITY SCHS,English Language Arts,8,GENDER,Female,2549.55,13.0,0.33,20.0,0.5,7.0,0.18,40.0,0.0,0.0,2023-11-20,,,2023
DI,2021-2022,28,17,0,MILLARD PUBLIC SCHOOLS,English Language Arts,3,GENDER,Male,2497.84,330.0,0.37,352.0,0.39,221.0,0.24,903.0,1.0,0.0011,2023-11-20,,,2022
DI,2021-2022,28,17,0,MILLARD PUBLIC SCHOOLS,English Language Arts,3,GENDER,Female,2509.48,234.0,0.29,367.0,0.45,211.0,0.26,812.0,1.0,0.0012,2023-11-20,,,2022
DI,2022-2023,28,17,0,MILLARD PUBLIC SCHOOLS,English Language Arts,3,GENDER,Male,2499.92,205.0,0.23,379.0,0.42,327.0,0.36,911.0,0.0,0.0,2023-11-20,,,2023
DI,2022-2023,28,17,0,MILLARD PUBLIC SCHOOLS,English Language Arts,3,GENDER,Female,2509.61,142.0,0.18,348.0,0.43,315.0,0.39,805.0,0.0,0.0,2023-11-20,,,2023
DI,2021-2022,28,17,0,MILLARD PUBLIC SCHOOLS,English Language Arts,4,GENDER,Male,2521.46,312.0,0.36,357.0,0.41,203.0,0.23,872.0,0.0,0.0,2023-11-20,,,2022
DI,2021-2022,28,17,0,MILLARD PUBLIC SCHOOLS,English Language Arts,4,GENDER,Female,2534.05,253.0,0.3,380.0,0.45,212.0,0.25,845.0,2.0,0.0024,2023-11-20,,,2022
DI,2022-2023,28,17,0,MILLARD PUBLIC SCHOOLS,English Language Arts,4,GENDER,Female,2536.92,212.0,0.26,298.0,0.36,310.0,0.38,820.0,0.0,0.0,2023-11-20,,,2023
DI,2022-2023,28,17,0,MILLARD PUBLIC SCHOOLS,English Language Arts,4,GENDER,Male,2527.44,289.0,0.32,298.0,0.33,310.0,0.35,897.0,0.0,0.0,2023-11-20,,,2023
DI,2021-2022,28,17,0,MILLARD PUBLIC SCHOOLS,English Language Arts,5,GENDER,Female,2555.51,259.0,0.31,377.0,0.45,209.0,0.25,845.0,1.0,0.0012,2023-11-20,,,2022
DI,2021-2022,28,17,0,MILLARD PUBLIC SCHOOLS,English Language Arts,5,GENDER,Male,2544.94,318.0,0.36,358.0,0.41,197.0,0.23,873.0,0.0,0.0,2023-11-20,,,2022
DI,2022-2023,28,17,0,MILLARD PUBLIC SCHOOLS,English Language Arts,5,GENDER,Female,2551.74,200.0,0.24,355.0,0.42,290.0,0.34,845.0,1.0,0.0012,2023-11-20,,,2023
DI,2022-2023,28,17,0,MILLARD PUBLIC SCHOOLS,English Language Arts,5,GENDER,Male,2537.89,252.0,0.28,369.0,0.42,264.0,0.3,885.0,1.0,0.0011,2023-11-20,,,2023
DI,2021-2022,28,17,0,MILLARD PUBLIC SCHOOLS,English Language Arts,6,GENDER,Female,2545.23,360.0,0.43,342.0,0.41,128.0,0.15,830.0,0.0,0.0,2023-11-20,,,2022
DI,2021-2022,28,17,0,MILLARD PUBLIC SCHOOLS,English Language Arts,6,GENDER,Male,2538.92,432.0,0.47,338.0,0.37,150.0,0.16,920.0,2.0,0.0022,2023-11-20,,,2022
DI,2022-2023,28,17,0,MILLARD PUBLIC SCHOOLS,English Language Arts,6,GENDER,Female,2549.65,257.0,0.3,361.0,0.42,238.0,0.28,856.0,0.0,0.0,2023-11-20,,,2023
DI,2022-2023,28,17,0,MILLARD PUBLIC SCHOOLS,English Language Arts,6,GENDER,Male,2535.95,333.0,0.38,342.0,0.39,207.0,0.23,882.0,1.0,0.0011,2023-11-20,,,2023
DI,2021-2022,28,17,0,MILLARD PUBLIC SCHOOLS,English Language Arts,7,GENDER,Male,2543.24,462.0,0.5,363.0,0.4,91.0,0.1,916.0,1.0,0.0011,2023-11-20,,,2022
DI,2021-2022,28,17,0,MILLARD PUBLIC SCHOOLS,English Language Arts,7,GENDER,Female,2557.45,394.0,0.45,363.0,0.42,113.0,0.13,870.0,0.0,0.0,2023-11-20,,,2022
DI,2022-2023,28,17,0,MILLARD PUBLIC SCHOOLS,English Language Arts,7,GENDER,Male,2545.67,335.0,0.37,397.0,0.43,181.0,0.2,913.0,0.0,0.0,2023-11-20,,,2023
DI,2022-2023,28,17,0,MILLARD PUBLIC SCHOOLS,English Language Arts,7,GENDER,Female,2559.64,236.0,0.29,381.0,0.46,203.0,0.25,820.0,1.0,0.0012,2023-11-20,,,2023
DI,2021-2022,28,17,0,MILLARD PUBLIC SCHOOLS,English Language Arts,8,GENDER,Female,2570.99,365.0,0.41,366.0,0.41,158.0,0.18,889.0,0.0,0.0,2023-11-20,,,2022
DI,2021-2022,28,17,0,MILLARD PUBLIC SCHOOLS,English Language Arts,8,GENDER,Male,2559.08,436.0,0.47,362.0,0.39,138.0,0.15,936.0,0.0,0.0,2023-11-20,,,2022
DI,2022-2023,28,17,0,MILLARD PUBLIC SCHOOLS,English Language Arts,8,GENDER,Female,2572.9,201.0,0.23,434.0,0.5,227.0,0.26,862.0,0.0,0.0,2023-11-20,,,2023
DI,2022-2023,28,17,0,MILLARD PUBLIC SCHOOLS,English Language Arts,8,GENDER,Male,2549.81,323.0,0.35,429.0,0.47,165.0,0.18,917.0,2.0,0.0022,2023-11-20,,,2023
DI,2021-2022,28,17,0,MILLARD PUBLIC SCHOOLS,English Language Arts,11,GENDER,Female,158.0,,0.71,,,,,,1.0,0.0714,2023-11-20,,,2022
DI,2021-2022,28,17,0,MILLARD PUBLIC SCHOOLS,English Language Arts,11,GENDER,Male,182.08,,0.58,,,,,,0.0,0.0,2023-11-20,,,2022
DI,2022-2023,28,17,0,MILLARD PUBLIC SCHOOLS,English Language Arts,11,GENDER,Female,196.5,,0.42,,,,,,0.0,0.0,2023-11-20,,,2023
DI,2022-2023,28,17,0,MILLARD PUBLIC SCHOOLS,English Language Arts,11,GENDER,Male,204.69,,,,0.54,,,,0.0,0.0,2023-11-20,,,2023
DI,2020-2021,28,54,0,RALSTON PUBLIC SCHOOLS,English Language Arts,3,GENDER,Female,2431.09,81.0,0.7,27.0,0.23,7.0,0.06,115.0,5.0,0.0417,2023-11-20,,,2021
DI,2021-2022,28,54,0,RALSTON PUBLIC SCHOOLS,English Language Arts,3,GENDER,Male,2417.16,106.0,0.72,33.0,0.22,8.0,0.05,147.0,0.0,0.0,2023-11-20,,,2022
DI,2021-2022,28,54,0,RALSTON PUBLIC SCHOOLS,English Language Arts,3,GENDER,Female,2427.55,61.0,0.66,26.0,0.28,6.0,0.06,93.0,0.0,0.0,2023-11-20,,,2022
DI,2022-2023,28,54,0,RALSTON PUBLIC SCHOOLS,English Language Arts,3,GENDER,Female,2440.17,47.0,0.49,32.0,0.34,16.0,0.17,95.0,0.0,0.0,2023-11-20,,,2023
DI,2022-2023,28,54,0,RALSTON PUBLIC SCHOOLS,English Language Arts,3,GENDER,Male,2422.34,61.0,0.54,38.0,0.34,13.0,0.12,112.0,1.0,0.0089,2023-11-20,,,2023
DI,2021-2022,28,54,0,RALSTON PUBLIC SCHOOLS,English Language Arts,4,GENDER,Male,2458.5,75.0,0.66,30.0,0.27,8.0,0.07,113.0,1.0,0.0088,2023-11-20,,,2022
DI,2021-2022,28,54,0,RALSTON PUBLIC SCHOOLS,English Language Arts,4,GENDER,Female,2473.68,69.0,0.58,40.0,0.33,11.0,0.09,120.0,0.0,0.0,2023-11-20,,,2022
DI,2022-2023,28,54,0,RALSTON PUBLIC SCHOOLS,English Language Arts,4,GENDER,Female,2465.49,52.0,0.57,27.0,0.3,12.0,0.13,91.0,0.0,0.0,2023-11-20,,,2023
DI,2022-2023,28,54,0,RALSTON PUBLIC SCHOOLS,English Language Arts,4,GENDER,Male,2454.38,83.0,0.61,42.0,0.31,12.0,0.09,137.0,0.0,0.0,2023-11-20,,,2023
DI,2021-2022,28,54,0,RALSTON PUBLIC SCHOOLS,English Language Arts,5,GENDER,Male,2491.85,81.0,0.66,29.0,0.24,12.0,0.1,122.0,2.0,0.0164,2023-11-20,,,2022
DI,2021-2022,28,54,0,RALSTON PUBLIC SCHOOLS,English Language Arts,5,GENDER,Female,2501.4,82.0,0.65,35.0,0.28,10.0,0.08,127.0,0.0,0.0,2023-11-20,,,2022
DI,2022-2023,28,54,0,RALSTON PUBLIC SCHOOLS,English Language Arts,5,GENDER,Female,2481.4,68.0,0.56,43.0,0.36,10.0,0.08,121.0,0.0,0.0,2023-11-20,,,2023
DI,2022-2023,28,54,0,RALSTON PUBLIC SCHOOLS,English Language Arts,5,GENDER,Male,2469.8,66.0,0.58,40.0,0.35,7.0,0.06,113.0,0.0,0.0,2023-11-20,,,2023
DI,2021-2022,28,54,0,RALSTON PUBLIC SCHOOLS,English Language Arts,6,GENDER,Female,2499.39,86.0,0.79,17.0,0.16,6.0,0.06,109.0,1.0,0.0092,2023-11-20,,,2022
DI,2021-2022,28,54,0,RALSTON PUBLIC SCHOOLS,English Language Arts,6,GENDER,Male,2509.93,80.0,0.68,31.0,0.26,7.0,0.06,118.0,0.0,0.0,2023-11-20,,,2022
DI,2022-2023,28,54,0,RALSTON PUBLIC SCHOOLS,English Language Arts,6,GENDER,Female,2518.6,61.0,0.49,46.0,0.37,17.0,0.14,124.0,0.0,0.0,2023-11-20,,,2023
DI,2022-2023,28,54,0,RALSTON PUBLIC SCHOOLS,English Language Arts,6,GENDER,Male,2502.01,59.0,0.49,50.0,0.41,12.0,0.1,121.0,2.0,0.0165,2023-11-20,,,2023
DI,2021-2022,28,54,0,RALSTON PUBLIC SCHOOLS,English Language Arts,7,GENDER,Male,2524.6,90.0,0.69,34.0,0.26,6.0,0.05,130.0,1.0,0.0077,2023-11-20,,,2022
DI,2021-2022,28,54,0,RALSTON PUBLIC SCHOOLS,English Language Arts,7,GENDER,Female,2520.11,79.0,0.68,30.0,0.26,7.0,0.06,116.0,1.0,0.0086,2023-11-20,,,2022
DI,2022-2023,28,54,0,RALSTON PUBLIC SCHOOLS,English Language Arts,7,GENDER,Male,2527.77,56.0,0.49,45.0,0.39,13.0,0.11,114.0,0.0,0.0,2023-11-20,,,2023
DI,2022-2023,28,54,0,RALSTON PUBLIC SCHOOLS,English Language Arts,7,GENDER,Female,2530.22,50.0,0.46,42.0,0.39,17.0,0.16,109.0,0.0,0.0,2023-11-20,,,2023
DI,2021-2022,28,54,0,RALSTON PUBLIC SCHOOLS,English Language Arts,8,GENDER,Female,2524.69,,0.68,,0.32,,,,0.0,0.0,2023-11-20,,,2022
DI,2021-2022,28,54,0,RALSTON PUBLIC SCHOOLS,English Language Arts,8,GENDER,Male,2517.92,101.0,0.7,37.0,0.26,7.0,0.05,145.0,1.0,0.0069,2023-11-20,,,2022
DI,2022-2023,28,54,0,RALSTON PUBLIC SCHOOLS,English Language Arts,8,GENDER,Female,2534.88,,0.43,,0.54,,,,0.0,0.0,2023-11-20,,,2023
DI,2022-2023,28,54,0,RALSTON PUBLIC SCHOOLS,English Language Arts,8,GENDER,Male,2524.77,63.0,0.48,56.0,0.43,12.0,0.09,131.0,1.0,0.0076,2023-11-20,,,2023
DI,2020-2021,28,59,0,BENNINGTON PUBLIC SCHOOLS,English Language Arts,3,GENDER,Female,2514.34,48.0,0.29,69.0,0.42,46.0,0.28,163.0,2.0,0.0121,2023-11-20,,,2021
DI,2020-2021,28,59,0,BENNINGTON PUBLIC SCHOOLS,English Language Arts,3,GENDER,Male,2496.72,52.0,0.3,89.0,0.52,30.0,0.18,171.0,1.0,0.0058,2023-11-20,,,2021
DI,2021-2022,28,59,0,BENNINGTON PUBLIC SCHOOLS,English Language Arts,3,GENDER,Male,2496.4,59.0,0.37,73.0,0.46,27.0,0.17,159.0,0.0,0.0,2023-11-20,,,2022
DI,2021-2022,28,59,0,BENNINGTON PUBLIC SCHOOLS,English Language Arts,3,GENDER,Female,2495.26,52.0,0.37,71.0,0.5,19.0,0.13,142.0,0.0,0.0,2023-11-20,,,2022
DI,2022-2023,28,59,0,BENNINGTON PUBLIC SCHOOLS,English Language Arts,3,GENDER,Male,2474.87,54.0,0.29,94.0,0.51,36.0,0.2,184.0,0.0,0.0,2023-11-20,,,2023
DI,2022-2023,28,59,0,BENNINGTON PUBLIC SCHOOLS,English Language Arts,3,GENDER,Female,2491.63,32.0,0.18,94.0,0.54,48.0,0.28,174.0,1.0,0.0057,2023-11-20,,,2023
DI,2020-2021,28,59,0,BENNINGTON PUBLIC SCHOOLS,English Language Arts,4,GENDER,Female,2544.6,35.0,0.25,58.0,0.42,46.0,0.33,139.0,3.0,0.0211,2023-11-20,,,2021
DI,2020-2021,28,59,0,BENNINGTON PUBLIC SCHOOLS,English Language Arts,4,GENDER,Male,2531.39,49.0,0.31,73.0,0.47,35.0,0.22,157.0,0.0,0.0,2023-11-20,,,2021
DI,2021-2022,28,59,0,BENNINGTON PUBLIC SCHOOLS,English Language Arts,4,GENDER,Male,2536.38,45.0,0.25,86.0,0.49,46.0,0.26,177.0,0.0,0.0,2023-11-20,,,2022
DI,2021-2022,28,59,0,BENNINGTON PUBLIC SCHOOLS,English Language Arts,4,GENDER,Female,2546.54,36.0,0.21,86.0,0.5,51.0,0.29,173.0,0.0,0.0,2023-11-20,,,2022
DI,2022-2023,28,59,0,BENNINGTON PUBLIC SCHOOLS,English Language Arts,4,GENDER,Female,2521.54,46.0,0.31,61.0,0.41,42.0,0.28,149.0,0.0,0.0,2023-11-20,,,2023
DI,2022-2023,28,59,0,BENNINGTON PUBLIC SCHOOLS,English Language Arts,4,GENDER,Male,2520.4,51.0,0.3,74.0,0.44,45.0,0.26,170.0,0.0,0.0,2023-11-20,,,2023
DI,2020-2021,28,59,0,BENNINGTON PUBLIC SCHOOLS,English Language Arts,5,GENDER,Male,2541.38,52.0,0.38,53.0,0.39,32.0,0.23,137.0,1.0,0.0072,2023-11-20,,,2021
DI,2020-2021,28,59,0,BENNINGTON PUBLIC SCHOOLS,English Language Arts,5,GENDER,Female,2563.23,44.0,0.3,58.0,0.4,43.0,0.3,145.0,1.0,0.0068,2023-11-20,,,2021
DI,2021-2022,28,59,0,BENNINGTON PUBLIC SCHOOLS,English Language Arts,5,GENDER,Female,2555.06,44.0,0.29,69.0,0.45,39.0,0.26,152.0,0.0,0.0,2023-11-20,,,2022
DI,2021-2022,28,59,0,BENNINGTON PUBLIC SCHOOLS,English Language Arts,5,GENDER,Male,2546.38,64.0,0.4,56.0,0.35,40.0,0.25,160.0,0.0,0.0,2023-11-20,,,2022
